Table Name,Field Name,Field Description
_MDD_JCT_RIPPLING_TIMECLOCK_PUNCH_SEGMENTS,Employee Address Home Zip,Postal code of the employee's home address.
_MDD_JCT_RIPPLING_TIMECLOCK_PUNCH_SEGMENTS,Employee Address Home County,County of the employee's home address; currently NULL because Address County is not populated.
_MDD_JCT_RIPPLING_TIMECLOCK_PUNCH_SEGMENTS,Employee Address Home Country,Country of the employee's home address.
_MDD_JCT_RIPPLING_TIMECLOCK_PUNCH_SEGMENTS,Employee Address Work ID FA0,Run-local sequential identifier of the employee's work-address row; it is not stable across module executions.
_MDD_JCT_RIPPLING_TIMECLOCK_PUNCH_SEGMENTS,Employee Address Work 1,Street-address line for the employee's work address.
_MDD_JCT_RIPPLING_TIMECLOCK_PUNCH_SEGMENTS,Employee Address Work 2,Second line of the employee's work address; currently NULL because Address 2 is not populated.
_MDD_JCT_RIPPLING_TIMECLOCK_PUNCH_SEGMENTS,Employee Address Work City,City/locality of the employee's work address.
_MDD_JCT_RIPPLING_TIMECLOCK_PUNCH_SEGMENTS,Employee Address Work State,State/region of the employee's work address.
_MDD_JCT_RIPPLING_TIMECLOCK_PUNCH_SEGMENTS,Employee Address Work Zip,Postal code of the employee's work address.
_MDD_JCT_RIPPLING_TIMECLOCK_PUNCH_SEGMENTS,Employee Address Work County,County of the employee's work address; currently NULL because Address County is not populated.
_MDD_JCT_RIPPLING_TIMECLOCK_PUNCH_SEGMENTS,Employee Address Work Country,Country of the employee's work address.
_MDD_JCT_RIPPLING_RLS_UPNS,Employee ID External,Rippling Worker identifier for the employee.
_MDD_JCT_RIPPLING_RLS_UPNS,Employee ID,"Canonical employee identifier used by this module; it is the Rippling Worker ID when a worker exists, otherwise USER_ followed by the Rippling User ID."
_MDD_JCT_RIPPLING_RLS_UPNS,Employee Email for RLS,Active employee work email address used as the row-level-security user principal value.
_MDD_JCT_RIPPLING_RLS_ALWAYS_SUPERVISES,Employee ID,"Canonical employee identifier used by this module; it is the Rippling Worker ID when a worker exists, otherwise USER_ followed by the Rippling User ID."
_MDD_JCT_RIPPLING_RLS_SUPERVISORY_HIERARCHY,Employee ID,"Canonical employee identifier used by this module; it is the Rippling Worker ID when a worker exists, otherwise USER_ followed by the Rippling User ID."
_MDD_JCT_RIPPLING_RLS_SUPERVISORY_HIERARCHY,Supervisor Employee ID,Canonical Employee ID of the supervisor resolved from the supervisor's Rippling Worker ID.
_MDD_JCT_RIPPLING_RLS_SUPERVISORY,Employee ID,"Canonical employee identifier used by this module; it is the Rippling Worker ID when a worker exists, otherwise USER_ followed by the Rippling User ID."
_MDD_JCT_RIPPLING_RLS_SUPERVISORY,RLS String,Pipe-delimited list of work email addresses authorized by the supervisory hierarchy to view records associated with the employee.
_MDD_JCT_RIPPLING_RLS_SUPERVISORY,Employee ID Agency,Worker number assigned within the organization.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_AGENCY_CONTEXT,Agency ID Hash,SHA2-256 hash of Agency ID concatenated with Agency Domain.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_USER_CREDENTIALS,User ID,User identifier from Credible credential records.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_USER_CREDENTIALS,Employee_Credential,Pipe-delimited credential names per user.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_CLIENT_ACTIVE_DIAGNOSIS,Client ID,Client identifier.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_CLIENT_ACTIVE_DIAGNOSIS,Date ID,Date key for active diagnosis rollup.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_CLIENT_ACTIVE_DIAGNOSIS,Client_Active_Diagnosis,Pipe-delimited active diagnosis code list.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_CLIENT_ACTIVE_INSURANCE,Client ID,Client identifier.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_CLIENT_ACTIVE_INSURANCE,Date ID,Date key for active insurance rollup.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_CLIENT_ACTIVE_INSURANCE,Client_Active_Insurance,Pipe-delimited payer name list.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_CLIENT_ACTIVE_INSURANCE,Client_Active_Insurance_Type,Pipe-delimited payer type list.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_ID_Proxy,Anonymous proxy identifier for appointment/service ID.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Agency ID Hash,Static agency hash for the export run.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Start_Date_Time,Service appointment start timestamp.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Duration,Service duration in minutes.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_End_Date_Time,Service appointment end timestamp.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Type,Service type name from the appointment record.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Location,Point-of-service location label for the service.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Program,Program name associated with the service.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Billing_Code,"Billing code selected from CPT, then HCPCS, then the fallback appointment procedure code."
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Billing_Code_Mod,Pipe-delimited CPT modifier list for the service.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Recipient_Type,Recipient name associated with the appointment service.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Status,Appointment status for the service record.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Primary_Insurance,Primary payer name associated with the service.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_ID_Proxy,Anonymous proxy identifier for client ID.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_DOB,Client date of birth.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_Primary_Language,Client preferred language.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_Sex,Client sex value.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_Veteran_Status,Veteran status proxy populated from client military status.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_Military_Status,Client military status value.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_Address_City,Client primary address city.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_Address_State,Client primary address state.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_Address_Zip,Client primary address zip code.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_Address_County,Client primary address county.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Employee_ID_Prox,Anonymous proxy identifier for user/employee ID.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Employee_Credential,Pipe-delimited credential names for the associated user.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Diagnosis,Pipe-delimited diagnosis codes recorded directly on the appointment.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_Active_Diagnosis,Pipe-delimited diagnosis code list active on the appointment date.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_Race,Pipe-delimited race values from client demographic fields.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_Ethnicity,Primary ethnicity value for the client.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_Living_Status,Reserved output field currently populated as null in this extension.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_Active_Insurance,Pipe-delimited payer names active on the appointment date.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_Active_Insurance_Type,Pipe-delimited payer types active on the appointment date.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Insurance_Type,Insurance type override supplied from collaboration custom mapping.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Self_Pay,Self-pay indicator supplied from collaboration custom mapping.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Format,Service delivery format supplied from collaboration custom mapping.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Is_Crisis,Indicator of whether the service is classified as crisis service.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Crisis_Type,Crisis subtype value supplied from collaboration custom mapping.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Is_MOUD,Indicator of whether the service is MOUD-related.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Is_Peer_Support,Indicator of whether the service is peer-support related.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Is_Care_Coordination,Indicator of whether the service is care-coordination related.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Is_Integrated_or_Physical_Health,Indicator of whether the service is integrated behavioral/physical health related.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Service_Is_Outreach,Indicator of whether the service is outreach-related.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Client_Responsible_County,Responsible county value supplied from collaboration custom mapping.
_MDD_JCT_X_CREDIBLE_CCBHC_UMD_DATA,Employee_Type,Employee type value supplied from collaboration custom mapping.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Service ID,"The unique ID of the service within Credible. Eleos mapping: id (Document identifier (Primary Key, defined by the client))"
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Document Type,"Agency-specific Document Type, as required by Eleos Compliance Data Specifications v2.0, configured and customized on an agency-level. Eleos mapping: document_type (Main document type defined by Eleos as the following list: (Intake, Session Note, Treatment Plan, Assessment, Discharge Document, Other))"
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Document Subtype,"The name of the Credible service, also called Client Visit Type. Within Credible documents (Called Forms) can be applied to more than one service. Providing Eleos with the Service Name ensures the most nuanced interpretation and intent of the document. Eleos mapping: document_subtype (Document subtype (Specific name of the document template, defined by client))"
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Tx Plan Module,"Identifies which Credible treatment-plan module supplied the plan tied to the service. In this extension context, it is used to normalize plan lineage for Eleos-targeted services across both Credible Plan and TxPlus pathways."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Tx Plan ID,"The treatment-plan identifier associated with the service, standardized for the Eleos Compliance export context so related treatment-plan artifacts can be joined consistently in this extension."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Form Version ID,"Credible documentation occurs within Forms, which are attached to Services. The Form Version ID is the version number of a given form. A new form version represents a change to the form, such as a new or updated field. Form Version ID is the unique ID of the version of the specific form used to document a given service."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Form ID,"Credible documentation occurs within Forms, which are attached to Servicers. The Form ID is the unique ID of the specific form used to document the given service."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Provider ID,The unique ID of the provider associated with a given service. Eleos mapping: provider_id (Identifier of the provider who created the document)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Provider Name First & Last,The first and last name of the provider associated with a given service.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Program ID,The unique ID of the clinical program attached to the service. Eleos mapping: provider_program (Program attached to the service of the document)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Program Name,The name of the clinical program attached to a given service Eleos mapping: provider_program (Program attached to the service of the document)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Patient ID,"The unique ID of the Credible patient, typically referred to as Client ID. Eleos mapping: patient_id (Identifier of the patient (PAN). Note: This must be the patient identifier visible in the EHR.)"
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Patient Name First & Last,The first and last name of the client associated with a given service
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Service Date,The date and time of the service start. Eleos mapping: service_date (Date/Timestamp representing the service date in UTC time (If document represents a delivered service))
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Service Start Time,The date and time of the service start. Eleos mapping: service_start_time (Timestamp representing the service start timestamp in UTC time (If document represents a delivered service))
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Service End Time,The date and time of the service end. Eleos mapping: service_end_time (Timestamp representing the service end timestamp in UTC time (If document represents a delivered service))
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Service Approved,Indicates whether a service has been approved within Credible by an individual authorized to do so.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Service Approved Date,The date and time a service was approved.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,POS ID CMS,The CMS-based place of service code associated with a given service. This is known within Credibler as Location and is set on the Sign & Submit screen. Eleos mapping: place_of_service_code (The 2 digit “Place of Service” code defined by CMS. (If document represents a delivered service))
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,POS Is Telehealth,"In Credible, telehealth services are set by configuring a 'Location', intended to be a drop-down for clinicians to select a CMS-based place of service code on the Sign & Submit Screen, as Telehealth = True. While there are a number of ways an agency may choose to record this information, this indicates whether this built-in field has been set."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,POS Name,"The human-readable name given to a CMS-based place-of-service code by an agency's Credible administrator. While POS ID CMS is the two-digit CMS code, this field is the value the clinician selected from the Sign & Submit screen that resulted in that CMS code. Eleos mapping: place_of_service (The 2 digit â€œPlace of Serviceâ€ code defined by CMS. (If document represents a delivered service))"
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Recipient Code,"The code associated with the recipient, as configured by the agency's Credible administrator, attached to a given service."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Recipient ID,"The unique ID associated with the recipient, attached to a given service."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Recipient Name,"The name associated with a recipient, attached to a given service"
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Service Created Date,The date and time the service was entered into the system. Eleos mapping: created_date
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Service Updated Date,The date and time of the most recent update made to the service. Eleos mapping: updated_date (Date/Timestamp representing the last time the document was updated in UTC time)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Service Link,A direct link to the service for an individual authenticated to Credible and authorized to view the content.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,User Link Provider Profile,A direct link to the profile of a given service for an individual authenticed to Credible and authorized to view the content.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Client Link Profile,A direct link to the client associated with a given service for an individual authenticated to Credible and authorized to view the content.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Service Program ID,"Program identifier captured at the service level. In this extension, it preserves service-time program attribution for Eleos-targeted records, especially where parent and service programs differ."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Service Program Name,"Program name captured at the service level. In this extension, it gives the service-time program label used to interpret what service context was sent to Eleos."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Custom Filter 1,"Configurable Eleos service filter value 1. In this extension, these fields carry agency-specific selection metadata from the extension's services customization layer to support Eleos targeting and dashboard interpretation."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Custom Filter 1 Name,"Display label for custom filter 1. In this extension, it provides the human-readable meaning of the agency-configured filter value used in Eleos service targeting."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Custom Filter 2,"Configurable Eleos service filter value 2. In this extension, these fields carry agency-specific selection metadata from the extension's services customization layer to support Eleos targeting and dashboard interpretation."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Custom Filter 2 Name,"Display label for custom filter 2. In this extension, it provides the human-readable meaning of the agency-configured filter value used in Eleos service targeting."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Custom Filter 3,"Configurable Eleos service filter value 3. In this extension, these fields carry agency-specific selection metadata from the extension's services customization layer to support Eleos targeting and dashboard interpretation."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Custom Filter 3 Name,"Display label for custom filter 3. In this extension, it provides the human-readable meaning of the agency-configured filter value used in Eleos service targeting."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Custom Filter 4,"Configurable Eleos service filter value 4. In this extension, these fields carry agency-specific selection metadata from the extension's services customization layer to support Eleos targeting and dashboard interpretation."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Custom Filter 4 Name,"Display label for custom filter 4. In this extension, it provides the human-readable meaning of the agency-configured filter value used in Eleos service targeting."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Custom Filter 5,"Configurable Eleos service filter value 5. In this extension, these fields carry agency-specific selection metadata from the extension's services customization layer to support Eleos targeting and dashboard interpretation."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_SERVICES,Custom Filter 5 Name,"Display label for custom filter 5. In this extension, it provides the human-readable meaning of the agency-configured filter value used in Eleos service targeting."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROGRAMS,Program ID,The unique ID associated with the program. Eleos mapping: provider_program (Program attached to the service of the document)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROGRAMS,Program Name,The name of the clinical program attached to a given service Eleos mapping: provider_program (Program attached to the service of the document)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROGRAMS,Program Group,"In Credible, agencies can optionally fold one or more similar programs into 'Program Groups.' This represents the name of the program group of the program attached to a given service. Eleos mapping: provider_program (Program attached to the service of the document)"
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROGRAMS,Program Is Residential,Indicates whether the agency's Credible administrator has marked this program as residential.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PATIENTS,Patient ID,"The unique ID of the Credible patient, typically referred to as Client ID. Eleos mapping: patient_id (Identifier of the patient (PAN). Note: This must be the patient identifier visible in the EHR.)"
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PATIENTS,Patient Date of Birth,The date of birth of a given client.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PATIENTS,Patient Created Date,The date and time the client was created in Credible.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PATIENTS,Patient Updated Date,The date and time the client was last updated in Credible.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROCEDURE_CODES,Service ID,"The unique ID of the service within Credible. Eleos mapping: id (Document identifier (Primary Key, defined by the client))"
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROCEDURE_CODES,Procedure Code Type,Code system for the reported procedure code (CPT or HCPCS).
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROCEDURE_CODES,Procedure Code,Procedure code value selected from CPT or HCPCS depending on which value is present.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROCEDURE_CODES,Procedure Code Modifier 1,First CPT procedure modifier associated with the service.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROCEDURE_CODES,Procedure Code Modifier 2,Second CPT procedure modifier associated with the service.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROCEDURE_CODES,Procedure Code Modifier 3,Third CPT procedure modifier associated with the service.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_PROCEDURE_CODES,Procedure Code Modifier 4,Fourth CPT procedure modifier associated with the service.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLANS,Service ID,"The unique ID of the service within Credible. Eleos mapping: id (Document identifier (Primary Key, defined by the client))"
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLANS,Tx Plan ID,The unique id of the Treatment Plan Eleos mapping: treatment_plan_id (Identifier of the related active treatment plan for the document Required only for document_type=Progress Notes))
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLANS,Tx Plan Start,The start date of the treatment plan. Eleos mapping: service_start_date
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLANS,Tx Plan Target Date,The target date of the treatment plan. Eleos mapping: The target date of the treatment plan.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLANS,Tx Plan End,The end date of the treatment plan. Eleos mapping: service_end_date
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLANS,Tx Plan Created By Name,The first and last name of the individual who created the treatment plan.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLANS,Tx Plan Created Date,The date and time the treatment plan was created. Eleos mapping: created_date
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLANS,Tx Plan Updated Date,The date and time the treatment plan was updated. Eleos mapping: updated_date (Date/Timestamp representing the last time the document was updated in UTC time)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLANS,Tx Plan Last Updated by Name,The first and last name of the individual who last updated the treatment plan.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLANS,Tx Plan Created In Service ID,The service ID in which the treatment plan was created.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLANS,Tx Plan Type Name,"The type of the treatment plan. This is an agency-provided name, set by the agency's Credible Administrator."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLANS,Program ID,The unique ID of the clinical program attached to the service. Eleos mapping: provider_program (Program attached to the service of the document)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLANS,Program Name,The name of the clinical program attached to a given service Eleos mapping: provider_program (Program attached to the service of the document)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CONTENT,Tx Content ID,The unique id of this content.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CONTENT,Tx Plan ID,The unique id of the Treatment Plan Eleos mapping: treatment_plan_id (Identifier of the related active treatment plan for the document Required only for document_type=Progress Notes))
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CONTENT,Tx Content Parent ID,Plan Tree Elements within a Credible Treatment Plan are based in a four-layer hierarchy. This indicates the Tx Content ID under which the existing Content would reside in the Tx Plan.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CONTENT,Tx Content Label,"The name or label associated with the Treatment Plan. For agencies utilizing the Credible Plan module, this is cutomized by the Credible Administrator. For TxPlus, this is hardcoded."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CONTENT,Tx Content Order,Where within the same hierarchy this content fits
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CONTENT,Tx Content Start Date,The start date and time of this content.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CONTENT,Tx Content Target Date,The target date and time of this content.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CONTENT,Tx Content End Date,The end date and time of this content.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CONTENT,Tx Content Status,Whether the content is listed as active or inactive within the plan.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CONTENT,Tx Title,The title of this Tx Plan Content.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CONTENT,Tx Content,The description of this Tx Plan content.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CUSTOM_FIELDS,Tx Content ID,The unique id of this content.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CUSTOM_FIELDS,Tx Title,"The treatment-plan content title associated with the custom-field answer. In this extension context, it helps interpret custom responses within the Eleos-targeted treatment-plan narrative."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CUSTOM_FIELDS,Answer ID,The unique ID associated with the answer.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CUSTOM_FIELDS,Question Text,The text of the question or label associated with the custom field.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CUSTOM_FIELDS,Question ID,The unique ID associated with the question or form field within a form.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CUSTOM_FIELDS,Question Format,The type of field on a form.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_TX_PLAN_CUSTOM_FIELDS,Answer,The answer provided to a custom field / question within the Treatment Plan.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX,Service ID,"The unique ID of the service within Credible. Eleos mapping: id (Document identifier (Primary Key, defined by the client))"
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX,Patient ID,"The unique ID of the Credible patient, typically referred to as Client ID."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX,Dx Code,The ICD10 code assigned to the service. Eleos mapping: diagnosis_code (The ICD-10 code of the diagnosis associated with the billed service)
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX,Service Dx Order,
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX,Service Dx Sequence ASC,"The order in which a diagnosis appears on a service, ascending. Applicable for Agencies with payers that can accept more than one diagnosis per claim."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX,Service Dx Sequence DESC,"The order in which a diagnosis appears on a service, descending. Applicable for Agencies with payers that can accept more than one diagnosis per claim."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX,Dx Code System,
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX,Dx Code System Name,The diagnosis code system name attached to service diagnosis records in the Eleos extension; this value is standardized to ICD-10 for Eleos delivery context.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX_EPISODES,Patient ID,"The unique ID of the Credible patient, typically referred to as Client ID."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX_EPISODES,Dx Episode Start Date,"Mission Driven Data's best understanding of when a Diagnosis was applied to a client record, given a large number of criteria associated with a diagnosis."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX_EPISODES,Dx Episode End Date,"Mission Driven Data's best understanding of when a Diagnosis was end-dated on a client record, given a large number of criteria associated with a diagnosis."
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX_EPISODES,Dx ICD10 Code,The ICD10 code associated with a diagnosis.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX_EPISODES,Dx DSM,The DSV IV code associated with a diagnosis.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX_EPISODES,Dx DSM Code,The DSV IV code associated with a diagnosis.
_MDD_JCT_X_CREDIBLE_ELEOS_COMPLIANCE_DX_EPISODES,Dx Order,The order in which a diagnosis appear(ed) in a client's problem list.
